BOMCode,MachineModel,Version,ItemCode,ItemName,SubAssemblyTag,QtyPerMachine,Unit,ScrapPercent,EstHoursPerUnit
110-420,(10001) NEO PRIME 110 - 420 TON [1000310400],1.0,6010400100,SERVO SYSTEM - 64 LPM (JAKSH),110-420,1.0,NOS,0.0,0.5
110-420,(10001) NEO PRIME 110 - 420 TON [1000310400],1.0,6020100100,PANEL SERVO-90 B&R,110-420,1.0,NOS,0.0,0.5
110-420,(10001) NEO PRIME 110 - 420 TON [1000310400],1.0,6030100200,PANEL SERVO-110 B&R,110-420,1.0,NOS,0.0,0.5
110-420,(10001) NEO PRIME 110 - 420 TON [1000310400],1.0,6210100200,LINEAR LT-M-200,110-420,1.0,NOS,0.0,0.5
110-420,(10001) NEO PRIME 110 - 420 TON [1000310400],1.0,6210100350,LINEAR LT-M-350,110-420,1.0,NOS,0.0,0.5
110-420,(10001) NEO PRIME 110 - 420 TON [1000310400],1.0,6210100350,LINEAR LT-M-350,110-420,1.0,NOS,0.0,0.5
110-420,(10001) NEO PRIME 110 - 420 TON [1000310400],1.0,6220100100,LIMIT SWITCH SNAP ACTION - PC 603,110-420,4.0,NOS,0.0,0.5
110-420,(10001) NEO PRIME 110 - 420 TON [1000310400],1.0,6220200100,LIMIT SWITCH ROLLER LEVER - FTN-139Z11,110-420,3.0,NOS,0.0,0.5
110-420,(10001) NEO PRIME 110 - 420 TON [1000310400],1.0,7340100200,HYDRAULIC PIPE CLAMP - 25 MM,110-420,4.0,NOS,0.0,0.5
110-420,(10001) NEO PRIME 110 - 420 TON [1000310400],1.0,6150100200,Ø95x130 CERAMIC HEATER WITH COVER,110-420,1.0,NOS,0.0,0.5
110-420,(10001) NEO PRIME 110 - 420 TON [1000310400],1.0,6150200200,Ø95x40 MICA HEATER,110-420,1.0,NOS,0.0,0.5
110-420,(10001) NEO PRIME 110 - 420 TON [1000310400],1.0,6150300200,Ø55x50 MICA HEATER SIDE CUT,110-420,1.0,NOS,0.0,0.5
110-420,(10001) NEO PRIME 110 - 420 TON [1000310400],1.0,6150400100,Ø30x30 COIL HEATER,110-420,1.0,NOS,0.0,0.5
110-420,(10001) NEO PRIME 110 - 420 TON [1000310400],1.0,6141100100,"THERMO COUPLE SENSOR 
(K TYPE L SHAPE ISOLATED 1 MTR)",110-420,3.0,NOS,0.0,0.5
110-420,(10001) NEO PRIME 110 - 420 TON [1000310400],1.0,6141200100,"THERMO COUPLE SENSOR
BUTTERFLY TYPE 1/4 BSP K TYPE ISOLATED 1.5 MTR",110-420,1.0,NOS,0.0,0.5
110-420,(10001) NEO PRIME 110 - 420 TON [1000310400],1.0,7330200100,MOTOR MOUNTING PAD Ø60 X M10 X 40LG,110-420,4.0,NOS,0.0,0.5
110-420,(10001) NEO PRIME 110 - 420 TON [1000310400],1.0,7910500100,PLASTIC CAN HDPE-3 LITER (WHITE),110-420,1.0,NOS,0.0,0.5
110-420,(10001) NEO PRIME 110 - 420 TON [1000310400],1.0,7910300100,ANTI VIBRATION RUBBER PAD - Ø125,110-420,4.0,NOS,0.0,0.5
LOCKING UNIT-90,(B-10138) TOGGLE TYPE LOCKING UNIT-90 TON [1000110100],1.0,2000110100,LOCKING CYLINDER ASSY - 90 TON (STOCK-295),LOCKING UNIT-90,1.0,NOS,0.0,0.5
LOCKING UNIT-90,(B-10138) TOGGLE TYPE LOCKING UNIT-90 TON [1000110100],1.0,2000110200,EJECTOR CYLINDER ASSY - 90 TON (STOCK-85),LOCKING UNIT-90,1.0,NOS,0.0,0.5
LOCKING UNIT-90,(B-10138) TOGGLE TYPE LOCKING UNIT-90 TON [1000110100],1.0,7000100200,FASTENER KIT LOCKING UNIT - 90 TON,LOCKING UNIT-90,1.0,NOS,0.0,0.5
LOCKING UNIT-90,(B-10138) TOGGLE TYPE LOCKING UNIT-90 TON [1000110100],1.0,4110000100,STATIONARY PLATE TOGGLE - 90 TON,LOCKING UNIT-90,1.0,NOS,0.0,0.5
LOCKING UNIT-90,(B-10138) TOGGLE TYPE LOCKING UNIT-90 TON [1000110100],1.0,4110000200,MOVING PLATE TOGGLE - 90 TON,LOCKING UNIT-90,1.0,NOS,0.0,0.5
LOCKING UNIT-90,(B-10138) TOGGLE TYPE LOCKING UNIT-90 TON [1000110100],1.0,4110000300,END PLATE - 90 TON,LOCKING UNIT-90,1.0,NOS,0.0,0.5
LOCKING UNIT-90,(B-10138) TOGGLE TYPE LOCKING UNIT-90 TON [1000110100],1.0,4110000400,EJECTOR PLATE - 90 TON,LOCKING UNIT-90,1.0,NOS,0.0,0.5
LOCKING UNIT-90,(B-10138) TOGGLE TYPE LOCKING UNIT-90 TON [1000110100],1.0,4110000500,CROSS HEAD - 90 TON,LOCKING UNIT-90,1.0,NOS,0.0,0.5
LOCKING UNIT-90,(B-10138) TOGGLE TYPE LOCKING UNIT-90 TON [1000110100],1.0,4110000600,CROSS HEAD LINK - 90 TON,LOCKING UNIT-90,2.0,NOS,0.0,0.5
LOCKING UNIT-90,(B-10138) TOGGLE TYPE LOCKING UNIT-90 TON [1000110100],1.0,4110000700,BINARY LINK - 90 TON,LOCKING UNIT-90,2.0,NOS,0.0,0.5
LOCKING UNIT-90,(B-10138) TOGGLE TYPE LOCKING UNIT-90 TON [1000110100],1.0,4110000800,TERNARY LINK - 90 TON,LOCKING UNIT-90,2.0,NOS,0.0,0.5
LOCKING UNIT-90,(B-10138) TOGGLE TYPE LOCKING UNIT-90 TON [1000110100],1.0,4110000900,TERNARY LINK RH - 90 TON,LOCKING UNIT-90,1.0,NOS,0.0,0.5
LOCKING UNIT-90,(B-10138) TOGGLE TYPE LOCKING UNIT-90 TON [1000110100],1.0,4110001000,TERNARY LINK LH - 90 TON,LOCKING UNIT-90,1.0,NOS,0.0,0.5
LOCKING UNIT-90,(B-10138) TOGGLE TYPE LOCKING UNIT-90 TON [1000110100],1.0,4110001100,GEAR NUT RETAINER - 90 TON,LOCKING UNIT-90,4.0,NOS,0.0,0.5
LOCKING UNIT-90,(B-10138) TOGGLE TYPE LOCKING UNIT-90 TON [1000110100],1.0,4110001200,DIE HEIGHT MOTOR MTG BRACKET - 90 TON,LOCKING UNIT-90,1.0,NOS,0.0,0.5
LOCKING UNIT-90,(B-10138) TOGGLE TYPE LOCKING UNIT-90 TON [1000110100],1.0,4110001300,TIE BAR Ø65 - 90 TON TOGGLE,LOCKING UNIT-90,4.0,NOS,0.0,0.5
LOCKING UNIT-90,(B-10138) TOGGLE TYPE LOCKING UNIT-90 TON [1000110100],1.0,4110001400,TIE BAR LOCATING PLATE - 90 TON,LOCKING UNIT-90,4.0,NOS,0.0,0.5
LOCKING UNIT-90,(B-10138) TOGGLE TYPE LOCKING UNIT-90 TON [1000110100],1.0,4110001500,TOGGLE SMALL PIN Ø30 - 90 TON,LOCKING UNIT-90,4.0,NOS,0.0,0.5
LOCKING UNIT-90,(B-10138) TOGGLE TYPE LOCKING UNIT-90 TON [1000110100],1.0,4110001600,TOGGLE SMALL PIN LOCKING STRIP – 90 TON,LOCKING UNIT-90,4.0,NOS,0.0,0.5
LOCKING UNIT-90,(B-10138) TOGGLE TYPE LOCKING UNIT-90 TON [1000110100],1.0,4110001700,TOGGLE BIG PIN Ø55 - 90 TON,LOCKING UNIT-90,6.0,NOS,0.0,0.5
LOCKING UNIT-90,(B-10138) TOGGLE TYPE LOCKING UNIT-90 TON [1000110100],1.0,4110001800,CROSS HEAD GUIDE ROD Ø45 - 90 TON,LOCKING UNIT-90,2.0,NOS,0.0,0.5
LOCKING UNIT-90,(B-10138) TOGGLE TYPE LOCKING UNIT-90 TON [1000110100],1.0,4110001900,CROSS HEAD GUIDE ROD LOCATING PLATE - 90 TON,LOCKING UNIT-90,2.0,NOS,0.0,0.5
LOCKING UNIT-90,(B-10138) TOGGLE TYPE LOCKING UNIT-90 TON [1000110100],1.0,4110002000,MOVING PLATE WIPER RETAINER - 90 TON,LOCKING UNIT-90,8.0,NOS,0.0,0.5
LOCKING UNIT-90,(B-10138) TOGGLE TYPE LOCKING UNIT-90 TON [1000110100],1.0,4110002100,NOZZLE TIP LOCATING RING Ø160 - 90 TON,LOCKING UNIT-90,1.0,NOS,0.0,0.5
LOCKING UNIT-90,(B-10138) TOGGLE TYPE LOCKING UNIT-90 TON [1000110100],1.0,4110002200,EJECTOR CYLINDER MTG PLATE - 90 TON,LOCKING UNIT-90,1.0,NOS,0.0,0.5
LOCKING UNIT-90,(B-10138) TOGGLE TYPE LOCKING UNIT-90 TON [1000110100],1.0,4110002300,EJECTOR PLATE GUIDE ROD - 90 TON,LOCKING UNIT-90,4.0,NOS,0.0,0.5
LOCKING UNIT-90,(B-10138) TOGGLE TYPE LOCKING UNIT-90 TON [1000110100],1.0,4110002400,MOLD HEIGHT ADJUSTMENT GEAR - 90 TON (MODULE-3 TEETH-18),LOCKING UNIT-90,1.0,NOS,0.0,0.5
LOCKING UNIT-90,(B-10138) TOGGLE TYPE LOCKING UNIT-90 TON [1000110100],1.0,4110002500,SUN GEAR BEARING SUPPORT SHAFT,LOCKING UNIT-90,4.0,NOS,0.0,0.5
LOCKING UNIT-90,(B-10138) TOGGLE TYPE LOCKING UNIT-90 TON [1000110100],1.0,4010100200,SUN GEAR - 90 TON (MODULE-3 TEETH-159),LOCKING UNIT-90,1.0,NOS,0.0,0.5
LOCKING UNIT-90,(B-10138) TOGGLE TYPE LOCKING UNIT-90 TON [1000110100],1.0,4020100100,TIE BAR NUT M65 X 3 - 90 TON TOGGLE,LOCKING UNIT-90,4.0,NOS,0.0,0.5
LOCKING UNIT-90,(B-10138) TOGGLE TYPE LOCKING UNIT-90 TON [1000110100],1.0,4010100800,GEAR NUT - 90 TON (MODULE-3 TEETH-46),LOCKING UNIT-90,4.0,NOS,0.0,0.5
LOCKING UNIT-90,(B-10138) TOGGLE TYPE LOCKING UNIT-90 TON [1000110100],1.0,4030100100,GEAR NUT SPACER - 90 TON,LOCKING UNIT-90,12.0,NOS,0.0,0.5
LOCKING UNIT-90,(B-10138) TOGGLE TYPE LOCKING UNIT-90 TON [1000110100],1.0,4030200100,SP WASHER Ø35 X Ø12.5 X 10 THK,LOCKING UNIT-90,4.0,NOS,0.0,0.5
LOCKING UNIT-90,(B-10138) TOGGLE TYPE LOCKING UNIT-90 TON [1000110100],1.0,4040100100,MOVING PLATE BUSH Ø80 X Ø65 X 40LG - 90 TON,LOCKING UNIT-90,8.0,NOS,0.0,0.5
LOCKING UNIT-90,(B-10138) TOGGLE TYPE LOCKING UNIT-90 TON [1000110100],1.0,4040100700,CROSS HEAD BUSH Ø55 X Ø45 X 30LG - 90 TON,LOCKING UNIT-90,4.0,NOS,0.0,0.5
LOCKING UNIT-90,(B-10138) TOGGLE TYPE LOCKING UNIT-90 TON [1000110100],1.0,4040200100,TOGGLE SMALL GRAPHITE BUSH Ø40 X Ø30 X 55LG - 90 TON,LOCKING UNIT-90,4.0,NOS,0.0,0.5
LOCKING UNIT-90,(B-10138) TOGGLE TYPE LOCKING UNIT-90 TON [1000110100],1.0,4040200700,TOGGLE BIG GRAPHITE BUSH Ø70 X Ø55 X 60LG - 90 TON,LOCKING UNIT-90,12.0,NOS,0.0,0.5
LOCKING UNIT-90,(B-10138) TOGGLE TYPE LOCKING UNIT-90 TON [1000110100],1.0,7220100100,DU BUSH - 30 X 34 X 25 LG,LOCKING UNIT-90,4.0,NOS,0.0,0.5
LOCKING UNIT-90,(B-10138) TOGGLE TYPE LOCKING UNIT-90 TON [1000110100],1.0,7270053065,PU WIPER SEAL - 65 X 73.6 X 5.3/7,LOCKING UNIT-90,8.0,NOS,0.0,0.5
LOCKING UNIT-90,(B-10138) TOGGLE TYPE LOCKING UNIT-90 TON [1000110100],1.0,7190105900,"SRDG BALL BEARING,6205-ZZ",LOCKING UNIT-90,4.0,NOS,0.0,0.5
LOCKING UNIT-90,(B-10138) TOGGLE TYPE LOCKING UNIT-90 TON [1000110100],1.0,6110100100,TORQUE PISTON MOTOR TMP-160,LOCKING UNIT-90,1.0,NOS,0.0,0.5
LOCKING UNIT-110,(B-10140) TOGGLE TYPE LOCKING UNIT-110 TON [1000110200],1.0,2000110300,LOCKING CYLINDER ASSY - 110 TON (STOCK-325),LOCKING UNIT-110,1.0,NOS,0.0,0.5
LOCKING UNIT-110,(B-10140) TOGGLE TYPE LOCKING UNIT-110 TON [1000110200],1.0,2000110400,EJECTOR CYLINDER ASSY - 110 TON (STOCK-100),LOCKING UNIT-110,1.0,NOS,0.0,0.5
LOCKING UNIT-110,(B-10140) TOGGLE TYPE LOCKING UNIT-110 TON [1000110200],1.0,7000100700,FASTENER KIT LOCKING UNIT - 110 TON,LOCKING UNIT-110,1.0,NOS,0.0,0.5
LOCKING UNIT-110,(B-10140) TOGGLE TYPE LOCKING UNIT-110 TON [1000110200],1.0,4110008700,STATIONARY PLATE TOGGLE - 110 TON,LOCKING UNIT-110,1.0,NOS,0.0,0.5
LOCKING UNIT-110,(B-10140) TOGGLE TYPE LOCKING UNIT-110 TON [1000110200],1.0,4110008800,MOVING PLATE TOGGLE - 110 TON,LOCKING UNIT-110,1.0,NOS,0.0,0.5
LOCKING UNIT-110,(B-10140) TOGGLE TYPE LOCKING UNIT-110 TON [1000110200],1.0,4110008900,END PLATE - 110 TON,LOCKING UNIT-110,1.0,NOS,0.0,0.5
LOCKING UNIT-110,(B-10140) TOGGLE TYPE LOCKING UNIT-110 TON [1000110200],1.0,4110000400,EJECTOR PLATE - 90 TON,LOCKING UNIT-110,1.0,NOS,0.0,0.5
LOCKING UNIT-110,(B-10140) TOGGLE TYPE LOCKING UNIT-110 TON [1000110200],1.0,4110009000,CROSS HEAD - 110 TON,LOCKING UNIT-110,1.0,NOS,0.0,0.5
LOCKING UNIT-110,(B-10140) TOGGLE TYPE LOCKING UNIT-110 TON [1000110200],1.0,4110009100,CROSS HEAD LINK - 110 TON,LOCKING UNIT-110,2.0,NOS,0.0,0.5
LOCKING UNIT-110,(B-10140) TOGGLE TYPE LOCKING UNIT-110 TON [1000110200],1.0,4110009200,BINARY LINK - 110 TON,LOCKING UNIT-110,2.0,NOS,0.0,0.5
LOCKING UNIT-110,(B-10140) TOGGLE TYPE LOCKING UNIT-110 TON [1000110200],1.0,4110009300,TERNARY LINK - 110 TON,LOCKING UNIT-110,2.0,NOS,0.0,0.5
LOCKING UNIT-110,(B-10140) TOGGLE TYPE LOCKING UNIT-110 TON [1000110200],1.0,4110009400,TERNARY LINK RH - 110 TON,LOCKING UNIT-110,1.0,NOS,0.0,0.5
LOCKING UNIT-110,(B-10140) TOGGLE TYPE LOCKING UNIT-110 TON [1000110200],1.0,4110009500,TERNARY LINK LH - 110 TON,LOCKING UNIT-110,1.0,NOS,0.0,0.5
LOCKING UNIT-110,(B-10140) TOGGLE TYPE LOCKING UNIT-110 TON [1000110200],1.0,4110009600,GEAR NUT RETAINER - 110 TON,LOCKING UNIT-110,4.0,NOS,0.0,0.5
LOCKING UNIT-110,(B-10140) TOGGLE TYPE LOCKING UNIT-110 TON [1000110200],1.0,4110001200,DIE HEIGHT MOTOR MTG BRACKET - 90 TON,LOCKING UNIT-110,1.0,NOS,0.0,0.5
LOCKING UNIT-110,(B-10140) TOGGLE TYPE LOCKING UNIT-110 TON [1000110200],1.0,4110009700,TIE BAR Ø70 - 110 TON TOGGLE,LOCKING UNIT-110,4.0,NOS,0.0,0.5
LOCKING UNIT-110,(B-10140) TOGGLE TYPE LOCKING UNIT-110 TON [1000110200],1.0,4110009800,TIE BAR LOCATING PLATE - 110 TON,LOCKING UNIT-110,4.0,NOS,0.0,0.5
LOCKING UNIT-110,(B-10140) TOGGLE TYPE LOCKING UNIT-110 TON [1000110200],1.0,4110009900,TOGGLE SMALL PIN Ø35 - 110 TON,LOCKING UNIT-110,4.0,NOS,0.0,0.5
LOCKING UNIT-110,(B-10140) TOGGLE TYPE LOCKING UNIT-110 TON [1000110200],1.0,4110010000,TOGGLE SMALL PIN LOCKING STRIP – 110 TON,LOCKING UNIT-110,4.0,NOS,0.0,0.5
LOCKING UNIT-110,(B-10140) TOGGLE TYPE LOCKING UNIT-110 TON [1000110200],1.0,4110010100,TOGGLE BIG PIN Ø60 - 110 TON,LOCKING UNIT-110,6.0,NOS,0.0,0.5
LOCKING UNIT-110,(B-10140) TOGGLE TYPE LOCKING UNIT-110 TON [1000110200],1.0,4110010200,CROSS HEAD GUIDE ROD Ø50 - 110 TON,LOCKING UNIT-110,2.0,NOS,0.0,0.5
LOCKING UNIT-110,(B-10140) TOGGLE TYPE LOCKING UNIT-110 TON [1000110200],1.0,4110010300,CROSS HEAD GUIDE ROD LOCATING PLATE - 110 TON,LOCKING UNIT-110,2.0,NOS,0.0,0.5
LOCKING UNIT-110,(B-10140) TOGGLE TYPE LOCKING UNIT-110 TON [1000110200],1.0,4110010400,MOVING PLATE WIPER RETAINER - 110 TON,LOCKING UNIT-110,8.0,NOS,0.0,0.5
LOCKING UNIT-110,(B-10140) TOGGLE TYPE LOCKING UNIT-110 TON [1000110200],1.0,4110002100,NOZZLE TIP LOCATING RING Ø160 - 90 TON,LOCKING UNIT-110,1.0,NOS,0.0,0.5
LOCKING UNIT-110,(B-10140) TOGGLE TYPE LOCKING UNIT-110 TON [1000110200],1.0,4110002200,EJECTOR CYLINDER MTG PLATE - 90 TON,LOCKING UNIT-110,1.0,NOS,0.0,0.5
LOCKING UNIT-110,(B-10140) TOGGLE TYPE LOCKING UNIT-110 TON [1000110200],1.0,4110010500,EJECTOR PLATE GUIDE ROD - 110 TON,LOCKING UNIT-110,4.0,NOS,0.0,0.5
LOCKING UNIT-110,(B-10140) TOGGLE TYPE LOCKING UNIT-110 TON [1000110200],1.0,4110002400,MOLD HEIGHT ADJUSTMENT GEAR - 90 TON (MODULE-3 TEETH-18),LOCKING UNIT-110,1.0,NOS,0.0,0.5
LOCKING UNIT-110,(B-10140) TOGGLE TYPE LOCKING UNIT-110 TON [1000110200],1.0,4110002500,SUN GEAR BEARING SUPPORT SHAFT,LOCKING UNIT-110,4.0,NOS,0.0,0.5
LOCKING UNIT-110,(B-10140) TOGGLE TYPE LOCKING UNIT-110 TON [1000110200],1.0,4010100300,SUN GEAR - 110 TON (MODULE-3 TEETH-178),LOCKING UNIT-110,1.0,NOS,0.0,0.5
LOCKING UNIT-110,(B-10140) TOGGLE TYPE LOCKING UNIT-110 TON [1000110200],1.0,4020100200,TIE BAR NUT M70 X 3 - 110 TON TOGGLE,LOCKING UNIT-110,4.0,NOS,0.0,0.5
LOCKING UNIT-110,(B-10140) TOGGLE TYPE LOCKING UNIT-110 TON [1000110200],1.0,4010100900,GEAR NUT - 110 TON (MODULE-3 TEETH-48),LOCKING UNIT-110,4.0,NOS,0.0,0.5
LOCKING UNIT-110,(B-10140) TOGGLE TYPE LOCKING UNIT-110 TON [1000110200],1.0,4030100200,GEAR NUT SPACER - 110 TON,LOCKING UNIT-110,12.0,NOS,0.0,0.5
LOCKING UNIT-110,(B-10140) TOGGLE TYPE LOCKING UNIT-110 TON [1000110200],1.0,4030200100,SP WASHER Ø35 X Ø12.5 X 10 THK,LOCKING UNIT-110,4.0,NOS,0.0,0.5
LOCKING UNIT-110,(B-10140) TOGGLE TYPE LOCKING UNIT-110 TON [1000110200],1.0,4040100200,MOVING PLATE BUSH Ø85 X Ø70 X 45LG - 110 TON,LOCKING UNIT-110,8.0,NOS,0.0,0.5
LOCKING UNIT-110,(B-10140) TOGGLE TYPE LOCKING UNIT-110 TON [1000110200],1.0,4040100800,CROSS HEAD BUSH Ø60 X Ø50 X 30LG - 110 TON,LOCKING UNIT-110,4.0,NOS,0.0,0.5
LOCKING UNIT-110,(B-10140) TOGGLE TYPE LOCKING UNIT-110 TON [1000110200],1.0,4040200200,TOGGLE SMALL GRAPHITE BUSH Ø45 X Ø35 X 60LG - 110 TON,LOCKING UNIT-110,4.0,NOS,0.0,0.5
LOCKING UNIT-110,(B-10140) TOGGLE TYPE LOCKING UNIT-110 TON [1000110200],1.0,4040200800,TOGGLE BIG GRAPHITE BUSH Ø75 X Ø60 X 70LG - 110 TON,LOCKING UNIT-110,12.0,NOS,0.0,0.5
LOCKING UNIT-110,(B-10140) TOGGLE TYPE LOCKING UNIT-110 TON [1000110200],1.0,7220100100,DU BUSH - 30 X 34 X 25 LG,LOCKING UNIT-110,4.0,NOS,0.0,0.5
LOCKING UNIT-110,(B-10140) TOGGLE TYPE LOCKING UNIT-110 TON [1000110200],1.0,7270053070,PU WIPER SEAL - 70 X 78.6 X 5.3/7,LOCKING UNIT-110,8.0,NOS,0.0,0.5
LOCKING UNIT-110,(B-10140) TOGGLE TYPE LOCKING UNIT-110 TON [1000110200],1.0,7190105900,"SRDG BALL BEARING,6205-ZZ",LOCKING UNIT-110,4.0,NOS,0.0,0.5
LOCKING UNIT-110,(B-10140) TOGGLE TYPE LOCKING UNIT-110 TON [1000110200],1.0,6110100100,TORQUE PISTON MOTOR TMP-160,LOCKING UNIT-110,1.0,NOS,0.0,0.5
INJECTION UNIT-280,(B-10025) GUIDE ROD TYPE INJECTION UNIT-280 [1000210100],1.0,2000210100,BARREL PLATE ASSY - 280,INJECTION UNIT-280,1.0,NOS,0.0,0.5
INJECTION UNIT-280,(B-10025) GUIDE ROD TYPE INJECTION UNIT-280 [1000210100],1.0,2000210200,BEARING HOUSING ASSY -280,INJECTION UNIT-280,1.0,NOS,0.0,0.5
INJECTION UNIT-280,(B-10025) GUIDE ROD TYPE INJECTION UNIT-280 [1000210100],1.0,2000210300,NOZZLE CYLINDER ASSY - (STOCK-350),INJECTION UNIT-280,2.0,NOS,0.0,0.5
INJECTION UNIT-280,(B-10025) GUIDE ROD TYPE INJECTION UNIT-280 [1000210100],1.0,7000100300,FASTENER KIT INJECTION UNIT - 280,INJECTION UNIT-280,1.0,NOS,0.0,0.5
INJECTION UNIT-280,(B-10025) GUIDE ROD TYPE INJECTION UNIT-280 [1000210100],1.0,4020100700,INJECTION CYLINDER ROD NUT - 280 (M40 X 2),INJECTION UNIT-280,2.0,NOS,0.0,0.5
INJECTION UNIT-280,(B-10025) GUIDE ROD TYPE INJECTION UNIT-280 [1000210100],1.0,4110002600,INJECTION GUIDE ROD SUPPORT - 60,INJECTION UNIT-280,2.0,NOS,0.0,0.5
INJECTION UNIT-280,(B-10025) GUIDE ROD TYPE INJECTION UNIT-280 [1000210100],1.0,4110002700,INJECTION GUIDE ROD Ø60 - 280,INJECTION UNIT-280,2.0,NOS,0.0,0.5
INJECTION UNIT-280,(B-10025) GUIDE ROD TYPE INJECTION UNIT-280 [1000210100],1.0,4110002800,INJECTION CYLINDER ROD NUT RETAINER - 280,INJECTION UNIT-280,2.0,NOS,0.0,0.5
INJECTION UNIT-420,(B-10026) GUIDE ROD TYPE INJECTION UNIT-420 [1000210200],1.0,2000210400,BARREL PLATE ASSY - 420 (STOCK-175),INJECTION UNIT-420,1.0,NOS,0.0,0.5
INJECTION UNIT-420,(B-10026) GUIDE ROD TYPE INJECTION UNIT-420 [1000210200],1.0,2000210500,BEARING HOUSING ASSY - 420,INJECTION UNIT-420,1.0,NOS,0.0,0.5
INJECTION UNIT-420,(B-10026) GUIDE ROD TYPE INJECTION UNIT-420 [1000210200],1.0,2000210300,NOZZLE CYLINDER ASSY - (STOCK-350),INJECTION UNIT-420,2.0,NOS,0.0,0.5
INJECTION UNIT-420,(B-10026) GUIDE ROD TYPE INJECTION UNIT-420 [1000210200],1.0,7000100800,FASTENER KIT INJECTION UNIT - 420,INJECTION UNIT-420,1.0,NOS,0.0,0.5
INJECTION UNIT-420,(B-10026) GUIDE ROD TYPE INJECTION UNIT-420 [1000210200],1.0,4020100700,INJECTION CYLINDER ROD NUT - 280 (M40 X 2),INJECTION UNIT-420,2.0,NOS,0.0,0.5
INJECTION UNIT-420,(B-10026) GUIDE ROD TYPE INJECTION UNIT-420 [1000210200],1.0,4110002600,INJECTION GUIDE ROD SUPPORT - 60,INJECTION UNIT-420,2.0,NOS,0.0,0.5
INJECTION UNIT-420,(B-10026) GUIDE ROD TYPE INJECTION UNIT-420 [1000210200],1.0,4110010600,INJECTION GUIDE ROD Ø60 - 420,INJECTION UNIT-420,2.0,NOS,0.0,0.5
INJECTION UNIT-420,(B-10026) GUIDE ROD TYPE INJECTION UNIT-420 [1000210200],1.0,4110002800,INJECTION CYLINDER ROD NUT RETAINER - 280,INJECTION UNIT-420,2.0,NOS,0.0,0.5
BARREL PLATE ASSY-280,(B-10077) BARREL PLATE ASSY - 280 (STOCK-150) [2000210100],1.0,7000100400,FASTENER KIT BARREL PLATE ASSY - 280,BARREL PLATE ASSY-280,1.0,NOS,0.0,0.5
BARREL PLATE ASSY-280,(B-10077) BARREL PLATE ASSY - 280 (STOCK-150) [2000210100],1.0,4110002900,BARREL PLATE - 280 (STOCK-150),BARREL PLATE ASSY-280,1.0,NOS,0.0,0.5
BARREL PLATE ASSY-280,(B-10077) BARREL PLATE ASSY - 280 (STOCK-150) [2000210100],1.0,4110003000,INJECTION CYLINDER FRONT CAP - 280,BARREL PLATE ASSY-280,2.0,NOS,0.0,0.5
BARREL PLATE ASSY-280,(B-10077) BARREL PLATE ASSY - 280 (STOCK-150) [2000210100],1.0,4110003100,INJECTION CYLINDER END CAP - 280,BARREL PLATE ASSY-280,2.0,NOS,0.0,0.5
BARREL PLATE ASSY-280,(B-10077) BARREL PLATE ASSY - 280 (STOCK-150) [2000210100],1.0,4110003200,INJECTION CYLINDER ROD - 280,BARREL PLATE ASSY-280,2.0,NOS,0.0,0.5
BARREL PLATE ASSY-280,(B-10077) BARREL PLATE ASSY - 280 (STOCK-150) [2000210100],1.0,4110003300,INJECTION PISTON Ø100 - 280,BARREL PLATE ASSY-280,2.0,NOS,0.0,0.5
BARREL PLATE ASSY-280,(B-10077) BARREL PLATE ASSY - 280 (STOCK-150) [2000210100],1.0,4110003400,HYDRAULIC ROD BUSH - Ø50,BARREL PLATE ASSY-280,2.0,NOS,0.0,0.5
BARREL PLATE ASSY-280,(B-10077) BARREL PLATE ASSY - 280 (STOCK-150) [2000210100],1.0,7220100200,DU BUSH - 60 X 65 X 60 LG,BARREL PLATE ASSY-280,4.0,NOS,0.0,0.5
BARREL PLATE ASSY-280,(B-10077) BARREL PLATE ASSY - 280 (STOCK-150) [2000210100],1.0,7230063100,GLIDE RING - 100 X 84.5 X 6.3,BARREL PLATE ASSY-280,2.0,NOS,0.0,0.5
BARREL PLATE ASSY-280,(B-10077) BARREL PLATE ASSY - 280 (STOCK-150) [2000210100],1.0,7240097095,GUIDE RING - 95 X 100 X 9.7,BARREL PLATE ASSY-280,4.0,NOS,0.0,0.5
BARREL PLATE ASSY-280,(B-10077) BARREL PLATE ASSY - 280 (STOCK-150) [2000210100],1.0,7240097050,GUIDE RING - 50 X 55 X 9.7,BARREL PLATE ASSY-280,4.0,NOS,0.0,0.5
BARREL PLATE ASSY-280,(B-10077) BARREL PLATE ASSY - 280 (STOCK-150) [2000210100],1.0,7250042050,STEP SEAL - 50 X 61 X 4.2,BARREL PLATE ASSY-280,2.0,NOS,0.0,0.5
BARREL PLATE ASSY-280,(B-10077) BARREL PLATE ASSY - 280 (STOCK-150) [2000210100],1.0,7260073050,ROD SEAL - 50 X 60 X 7.3,BARREL PLATE ASSY-280,2.0,NOS,0.0,0.5
BARREL PLATE ASSY-280,(B-10077) BARREL PLATE ASSY - 280 (STOCK-150) [2000210100],1.0,7270053050,PU WIPER SEAL 50 X58.6 X 5.3/7,BARREL PLATE ASSY-280,2.0,NOS,0.0,0.5
BARREL PLATE ASSY-280,(B-10077) BARREL PLATE ASSY - 280 (STOCK-150) [2000210100],1.0,7290003040,O RING - 40 X 3 (O RING- 45.69X2.62),BARREL PLATE ASSY-280,2.0,NOS,0.0,0.5
