BOM Code,Machine Model / Assembly Name,Version,Sub-Assembly Block,Item / Part Code,Old Item Code,Item Description,Category,BOM Qty Per Machine,Unit,Lead Time Days,Scrap %,Estimated Assembly Hours
BOM-GEC-0014,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],Rev 1.0,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],6160100300,-,DSG-01-2B2B-D24 (YUKEN),BO,1.0,NOS,12,0,2.5
BOM-GEC-0014,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],Rev 1.0,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],6160100400,D-10003,DSG-03-3C2-D24 (YUKEN),BO,1.0,NOS,12,0,2.5
BOM-GEC-0014,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],Rev 1.0,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],6160100600,D-10006,DSG-03-3C12-D24 (YUKEN),BO,1.0,NOS,12,0,2.5
BOM-GEC-0014,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],Rev 1.0,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],6160100700,,DSG-03-2B10B-D24 (YUKEN),BO,1.0,NOS,12,0,2.5
BOM-GEC-0014,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],Rev 1.0,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],6170100100,D-10302,PRESSURE RELIEF VALVE - BG-03-HP32 (YUKEN),BO,1.0,NOS,12,0,2.5
BOM-GEC-0014,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],Rev 1.0,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],6170100200,D-10301,PRESSURE RELIEF VALVE - BG-06-P32 (YUKEN),BO,1.0,NOS,12,0,2.5
BOM-GEC-0014,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],Rev 1.0,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],6180100100,D-10101,PILOT OPERATED CHECK VALVE - MPA-01-4-40H01 (YUKEN),BO,1.0,NOS,12,0,2.5
BOM-GEC-0014,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],Rev 1.0,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],6180200100,D-10110,PILOT OPERATED CHECK VALVE - MCIV-06-01 (PRISM HYD),BO,1.0,NOS,12,0,2.5
BOM-GEC-0014,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],Rev 1.0,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],6240100100,D-10201,"PRESSURE GAUG 0-420 BAR BACK CONNECTION (2-1/2"")",BO,2.0,NOS,10,0,2.5
BOM-GEC-0014,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],Rev 1.0,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],6010400100,-,SERVO SYSTEM - 64 LPM (JAKSH),BO,1.0,NOS,14,0,2.5
BOM-GEC-0014,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],Rev 1.0,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],6020100100,E-10176,PANEL SERVO-90 B&R,BO,1.0,NOS,14,0,2.5
BOM-GEC-0014,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],Rev 1.0,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],6030100200,-,PANEL SERVO-110 B&R,BO,1.0,NOS,14,0,2.5
BOM-GEC-0014,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],Rev 1.0,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],6210100200,E-10009,LINEAR LT-M-200,BO,1.0,NOS,14,0,2.5
BOM-GEC-0014,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],Rev 1.0,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],6210100350,E-10014,LINEAR LT-M-350,BO,1.0,NOS,14,0,2.5
BOM-GEC-0014,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],Rev 1.0,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],6210100350,E-10014,LINEAR LT-M-350,BO,1.0,NOS,14,0,2.5
BOM-GEC-0014,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],Rev 1.0,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],6220100100,E-10151,LIMIT SWITCH SNAP ACTION - PC 603,BO,4.0,NOS,10,0,2.5
BOM-GEC-0014,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],Rev 1.0,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],6220200100,E-10152,LIMIT SWITCH ROLLER LEVER - FTN-139Z11,BO,3.0,NOS,10,0,2.5
BOM-GEC-0014,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],Rev 1.0,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],,-,,MC,1.0,NOS,10,0,2.5
BOM-GEC-0014,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],Rev 1.0,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],7340100200,-,HYDRAULIC PIPE CLAMP - 25 MM,BO,4.0,NOS,10,0,2.5
BOM-GEC-0014,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],Rev 1.0,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],6150100200,I-10103,Ø95x130 CERAMIC HEATER WITH COVER,BO,6.0,NOS,10,0,2.5
BOM-GEC-0014,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],Rev 1.0,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],6150200200,I-10104,Ø95x40 MICA HEATER,BO,1.0,NOS,10,0,2.5
BOM-GEC-0014,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],Rev 1.0,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],,-,,MC,1.0,NOS,10,0,2.5
BOM-GEC-0014,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],Rev 1.0,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],6150300200,I-10122,Ø55x50 MICA HEATER SIDE CUT,MC,1.0,NOS,15,0,2.5
BOM-GEC-0014,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],Rev 1.0,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],6150400100,I-10129,Ø30x30 COIL HEATER,BO,1.0,NOS,10,0,2.5
BOM-GEC-0014,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],Rev 1.0,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],6141100100,-,"THERMO COUPLE SENSOR 
(K TYPE L SHAPE ISOLATED 1 MTR)",BO,3.0,NOS,14,0,2.5
BOM-GEC-0014,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],Rev 1.0,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],,-,,MC,1.0,NOS,10,0,2.5
BOM-GEC-0014,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],Rev 1.0,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],6141200100,-,"THERMO COUPLE SENSOR
BUTTERFLY TYPE 1/4 BSP K TYPE ISOLATED 1.5 MTR",BO,1.0,NOS,14,0,2.5
BOM-GEC-0014,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],Rev 1.0,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],7330200100,-,MOTOR MOUNTING PAD Ø60 X M10 X 40LG,BO,4.0,NOS,14,0,2.5
BOM-GEC-0014,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],Rev 1.0,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],7910500100,-,PLASTIC CAN HDPE-3 LITER (WHITE),BO,1.0,NOS,10,0,2.5
BOM-GEC-0014,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],Rev 1.0,NEO PRIME 110 - 420 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310400],7910300100,-,ANTI VIBRATION RUBBER PAD - Ø125,BO,4.0,NOS,10,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],1000110300,B-10143,TOGGLE TYPE LOCKING UNIT-140 TON,SA,1.0,SET,14,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],1000210300,B-10027,GUIDE ROD TYPE INJECTION UNIT-635,SA,1.0,SET,14,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],3000003000,A-10484,BASE FRAME ASSY - 140TON  (420/635),SA,1.0,SET,14,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],3000003200,A-10006,INJECTION FRAME ASSY - 140-635 (GUIDE ROD TYPE),SA,1.0,SET,14,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],2000301800,B-10008,SCREW BARREL ASSY - 45-635,SA,1.0,SET,14,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],2000302000,B-10048,OIL TANK ASSY - 140 TON - 350LTR,SA,1.0,SET,14,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],2000302100,B-10098,SAFETY DOOR ASSY - 140 TON,SA,1.0,SET,14,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],2000302200,-,BASE FRAME GUARD SET - 140-635,SA,1.0,SET,14,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],2000302300,-,SEAMLESS PIPE SET - 140-635,SA,1.0,SET,14,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],2000300800,B-10064,HEAT EXCHANGER ASSY - 90 TON,SA,1.0,SET,14,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],2000300900,-,HOPPER ASSY - 25KG,SA,1.0,SET,14,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],7000101100,-,FASTENER KIT MAIN MACHINE - 140-635,SA,1.0,SET,14,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],7000200300,-,NIPPLE KIT - 140-635,SA,1.0,SET,14,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],7000300300,-,HOSE PIPE KIT - 140-635,SA,1.0,SET,14,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],7000400100,E-10270,LUBR PUMP SYSTEM,SA,1.0,SET,14,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],3000000400,A-10701,WELDING HOSE PIPE NIPPLE FLANGE ASSY - 2'',SA,1.0,SET,14,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],3000000500,A-10619,PLC BOX FB ASSY - B&R,SA,1.0,SET,14,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],3000000600,A-10620,LOCKING UNIT JUNCTION BOX OP FB ASSY,SA,1.0,SET,14,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],3000000700,A-10920,LOCKING UNIT JUNCTION BOX NOP FB ASSY,SA,1.0,SET,14,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],3000000800,A-10616,HEATER WIRE JUNCTION BOX FB ASSY,SA,1.0,SET,14,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],3000003300,A-10727,HYDRO MOTOR PIPE CLAMP MTG FB ASSY-635,SA,1.0,SET,14,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],3000003400,A-10237,LOCKING UNIT LINEAR MTG BRACKET - 140 TON,SA,1.0,SET,14,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],4110017400,A-10353,INJECTION MANIFOLD - NG16,MC,1.0,NOS,12,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],4110017500,A-11196,LOCKING MANIFOLD NG16-NG6-NG6,MC,1.0,NOS,12,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],4110017600,A-10354,EJECTOR MANIFOLD NG10,MC,1.0,NOS,12,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],4110006600,A-10351,PRESSURE MANIFOLD BG06,MC,1.0,NOS,12,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],4110017700,A-10797,EJECTOR ROD - 140 TON,MC,1.0,NOS,15,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],4110017800,A-10393,NOZZLE CYLINDER EXTENSION ROD 140-635,MC,2.0,NOS,15,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],4110006900,A-10115,NOZZLE CYLINDER EXTENSION ROD MTG,MC,2.0,NOS,15,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],4110007000,A-10116,NOZZLE CYLINDER EXTENSION ROD MTG BUSH,MC,2.0,NOS,15,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],4110007100,A-10348,NOZZLE CYLINDER STOP LIMIT SWITCH OPERATING PIN,MC,1.0,NOS,5,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],4110007200,A-10349,NOZZLE CYLINDER STOP SLIDER,MC,1.0,NOS,15,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],4110007300,A-12014,INJECTION UNIT SETTING BLOCK,MC,2.0,SET,14,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],4110007400,A-10011,INJECTION FRAME MTG BOLT M27 X 35LG,MC,4.0,NOS,5,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],4110007500,A-10588,INJECTION GUARD MTG STUD,MC,4.0,NOS,15,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],4110017900,A-12052,CROSS HEAD LIMIT SWITCH OPERATING PIN-140,MC,1.0,NOS,5,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],4110018000,A-10703,MOLD HEIGHT STOP LIMIT SWITCH OPERATING PIN-140 TON,MC,2.0,NOS,5,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],4110018100,A-10388,INJECTION MANIFOLD MTG PLATE - 635,MC,1.0,NOS,12,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],4110018200,A-10490,INJECTION MANIFOLD MTG STRIP - 635,MC,2.0,NOS,12,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],4110008000,A-12035,GREASE PUMP MOUNTING PLATE,MC,1.0,NOS,12,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],3130800100,A-10705,JUNCTION BOX COVER,LC,2.0,NOS,10,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],3130800200,A-10706,PLC BOX COVER,LC,1.0,NOS,14,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],3130800300,A-10707,HEATER WIRE JUNCTION BOX COVER,LC,1.0,NOS,10,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],3131100100,A-10585,PLC BOX  MTG TOP BRACKET,LC,1.0,NOS,14,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],3131100200,A-10586,PLC BOX MTG BOTTOM BRACKET,LC,1.0,NOS,14,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],3131100300,A-10131,"MOLD HEIGHT STOP LIMIT SWITCH 
OPERATING PIN MTG BRACKET",LC,2.0,NOS,5,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],3131100400,A-10132,MOLD HEIGHT STOP LIMIT SWITCH MTG BRACKET,LC,1.0,NOS,10,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],3131100500,A-10068,CROSS HEAD LOCKING LIMIT STOP PIN MTG BRACKET,LC,1.0,NOS,5,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],3131100600,A-10072,TOGGLE LIMIT SWITCH MTG BRACKET,LC,1.0,NOS,10,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],3131100700,A-10345,EJECTOR LINEAR MTG BRACKET,LC,1.0,NOS,14,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],3131100800,A-10587,HEATER WIRE JUNCTION BOX MTG BRACKET,LC,1.0,NOS,10,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],3131100900,A-10123,HYD MOTOR RPM PROXY SENSOR MTG BRACKET,LC,1.0,NOS,14,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],3131101500,A-10058,INJECTION LINEAR MOUNTING BRACKET - 635,LC,1.0,NOS,14,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],3131101100,A-10069,INJECTION LINEAR SHAFT MTG BRACKET - 280,LC,1.0,NOS,14,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],3131101200,A-10074,NOZZLE CYLINDER LIMIT SWITCH PIN MTG BRACKET,LC,1.0,NOS,5,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],3131101300,A-10344,NOZZLE CYLINDER STOP LIMIT SWITCH MTG BRACKET,LC,1.0,NOS,10,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],3131300300,A-10600,INJECTION GUARD SUPPORT BRACKET - 635,LC,1.0,NOS,10,0,2.5
BOM-GEC-0015,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],Rev 1.0,NEO PRIME 140-635 TON (INJECTION UNIT GUIDE ROD TYPE) [1000310700],6160100100,D-10001,DSG-01-3C2-D24 (YUKEN),BO,1.0,NOS,12,0,2.5
